movie,reviews
The Rider,"A remarkable film in many respects, and Zhao works wonders with a non-professional cast."
The Rider,What is most startling here is the sensitivity with which [director Chloé] Zhao tackles such a downbeat tale.
The Rider,"The Rider could easily have been pitying or patronising but it is suffused instead with warmth, understanding and insightful detail"
The Rider,"Not fiction; not documentary. Instead, a story standing under a chimerical moon while fate, laconic and inarticulate like its victims, growls from far off."
The Rider,"A thoughtful and thought-provoking look at identity, aspiration and a precarious way of life, this is anchored by a stunning performance by Brady Jundreau and inspired direction by Chloé Zhao."
The Rider,There is minimalistic elegance to this film that couldn't help but blow me away.
The Rider,"Brady, rarely raising his voice above a murmur, takes us on an emotional journey, figuring out his own way forward. The plains go on forever; so, we hope, does hope."
The Rider,"My my, what a ride."
The Rider,"Cinema that's challenging and offbeat is always in danger of being overlooked. But ""The Rider"" deserves to be seen."
The Rider,"Jandreau, acting opposite his real-life family members and friends, disappears into a role largely based on his own experiences, oozing empathy from his pores."
The Rider,"You can almost feel the wind and smell the dust of the South Dakota plains, so deeply is Chlo Zhao's new film steeped in the reality of its environment."
The Rider,"[Chloe] Zhao lyrically frames the characters within the shots, making them seem part of the landscape. Everything and everyone are natural parts of the images..."
The Rider,It's just plain excellent.
The Rider,"You will want to be there, pulling for Brady, no matter what choices he makes. More importantly, you will care about those choices, and about him."
The Rider,Zhao turns material that might have been treacly and simple-minded into an allegory of male identity...with the quality of myth.
The Rider,"It's a kind of parable, delivered in a manner that has nothing to do with preaching."
The Rider,"""The Rider"" reinvigorates tropes from the western genre of men, horses, honor codes and vast expanses of nature with a refreshing lack of sentimentality, without sacrificing their inherent lyricism and poetry."
The Rider,"The movie is soulful, elegant, filmed as often as not at the magic hour, when the sky is as broad as it is orange-yellow, and every nook of the world seems alight with possibility."
The Rider,"But as wrenching as The Rider can be at times, it's also suspenseful and beautiful - a modern-day Western with a hero who's a real discovery."
The Rider,"Simplicity is not in vogue among today's filmmakers, but The Rider is so consistently good that it has wowed critics and audiences on the film festival circuit. Just don't approach it with outsized expectations."
The Rider,"Zhao seems to have filmed with her head down, focussed on her screenplay, rather than up, focussed on the richness of what was taking place around her."
The Rider,"Filmmaker Chlo Zhao turns the story of real-life bronc rider Brady Jandreau into a gritty, graceful character study. Once The Rider hooks you - and believe me, it will - there's no way you will ever forget it."
The Rider,"A neo-Western about rodeo riding, hobbled masculinity and reflective grace that feels unlike anything else out there."
The Rider,"It's a rare treat to be so affected by-and connected to-a movie hero of so few words, and such vivid ones."
The Rider,"What really distinguishes [Zhao's] work here is something beyond great filmmaking chops: a vision that is deeply humanistic, founded on a compassionate realism that honors the heartfelt struggles of all the creatures it encounters."
The Rider,Ms. Zhao's commitment to her craft - she knows how to take care and when to take risks - matches Brady's.
The Rider,The Rider is the best film I've seen so far in 2018. It also feels like the announcement of a major artistic talent in Zhao.
The Rider,"A vista-worshipping, socially observant, and altogether moving exploration of how difficult it is to be wise even when the alternative is statistically guaranteed death."
The Rider,"Achieves a nearly perfect balance between what's engineered and what's observed, allowing everyone on screen to embody their own messy lives while keeping them corralled to a compelling and tightly structured (if somewhat familiar) narrative."
The Rider,"[Chloe] Zhao and ""The Rider"" are the real deal."
The Rider,"""The Rider"" comes as close to a spiritual experience as anything I've encountered in a movie theater this year."
The Rider,One of the year's most arresting and unforgettable films.
The Rider,"The occasional lyrical music that over-pounds the film's mournful tone. Nevertheless, it's a remarkable achievement from both Zhao and all her actors."
The Rider,"Zhao's film derives its power from the truth that both drives it and inspires it, and the final result is a wholly unique slice-of-life drama."
The Rider,"It manifests a mounting sense of disillusionment, suggesting that the rodeo lifestyle many characters so unreservedly romanticize often leads to physical and psychological ruin."
The Rider,[Chlo] Zhao's artful look into the American West is a lightly brooding winner. Clearly this isn't her first time at the rodeo.
The Rider,"In telling the story of a disappearing slice of America, Zhao has created a portrait of resilience, and the bonds that last even after the rodeo's over."
The Rider,The Rider marries the majestic vistas of the greatest American westerns with a deeply interior story of a cowboy having to renegotiate his identity.
The Rider,"Heavy-hearted cowboys, wild horses and broken dreams: The Rider is a great film about what it means to be a man."
The Rider,"Movies that blend real life and fiction usually foreground the docu-style realism, using the poetry as grace notes or punctuation. Zhao privileges both, and in so doing creates a work of heartbreaking beauty."
The Rider,Gains artful integrity from Zhao's favored docu-fiction technique - roughly tracing a script around the experiences of her non-professional actors - and dusty-dreamy visual style.
The Rider,"It's a very impressive, very accomplished film."
The Rider,"Zhao's story may strain as it edges down familiar routes, but its emotional connections pulsate throughout, making this a natural for festival and arthouse play to Zhao's growing fanbase."
